Timestamp,Period,Features,Feature_Hash,Params,R2_Mean,R2_Std,RMSE_Mean
2026-02-10 16:43:02,2015-2019,"['SFLA', 'RMBED', 'YRBLT', 'NBHD', 'LUC', 'Month', 'HouseAge_Squared', 'Efficiency_Ratio', 'Bed_Bath_Ratio', 'NBHD_Median_Size', 'Size_vs_NBHD', 'SFLA_Squared']",fe1d0f7e,"{'n_estimators': 1000, 'learning_rate': 0.05, 'max_depth': 6, 'n_jobs': -1, 'random_state': 42}",0.9282523432731267,0.038112219077893375,303040.7492517165
2026-02-10 16:48:02,2015-2019,"['SFLA', 'RMBED', 'YRBLT', 'NBHD', 'LUC', 'Month', 'HouseAge_Squared', 'Efficiency_Ratio', 'Bed_Bath_Ratio', 'NBHD_Median_Size', 'Size_vs_NBHD', 'SFLA_Squared']",fe1d0f7e,"{'n_estimators': 1000, 'learning_rate': 0.05, 'max_depth': 6, 'n_jobs': -1, 'random_state': 42}",0.9282523432731267,0.038112219077893375,303040.7492517165
